C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\12 (5).jpg,12 (5).jpg,12 (5),12 ,4,12 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\12 (6).jpg,12 (6).jpg,12 (6),12 ,4,12 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\12 (7).jpg,12 (7).jpg,12 (7),12 ,4,12 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\12 (8).jpg,12 (8).jpg,12 (8),12 ,4,12 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\12.jpg,12.jpg,12,#VALUE!,0,12
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\14 (2).jpg,14 (2).jpg,14 (2),14 ,4,14 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\14.jpg,14.jpg,14,#VALUE!,0,14
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\14_ (2).jpg,14_ (2).jpg,14_ (2),14_ ,5,14_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\14_ (3).jpg,14_ (3).jpg,14_ (3),14_ ,5,14_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\14_ (4).jpg,14_ (4).jpg,14_ (4),14_ ,5,14_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\14_.jpg,14_.jpg,14_,#VALUE!,0,14_
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\15th (2).jpg,15th (2).jpg,15th (2),15th ,6,15th 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\15th (3).jpg,15th (3).jpg,15th (3),15th ,6,15th 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\15th (4).jpg,15th (4).jpg,15th (4),15th ,6,15th 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\15th.jpg,15th.jpg,15th,#VALUE!,0,15th
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\16 (2).jpg,16 (2).jpg,16 (2),16 ,4,16 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\16.jpg,16.jpg,16,#VALUE!,0,16
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\1_Co (2).jpg,1_Co (2).jpg,1_Co (2),1_Co ,6,1_Co 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\1_Co.jpg,1_Co.jpg,1_Co,#VALUE!,0,1_Co
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\1_La (2).jpg,1_La (2).jpg,1_La (2),1_La ,6,1_La 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\1_La.jpg,1_La.jpg,1_La,#VALUE!,0,1_La
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\1_M (2).jpg,1_M (2).jpg,1_M (2),1_M ,5,1_M 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\1_M.jpg,1_M.jpg,1_M,#VALUE!,0,1_M
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2 (10).jpg,2 (10).jpg,2 (10),2 ,3,2 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2 (2).jpg,2 (2).jpg,2 (2),2 ,3,2 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2 (3).jpg,2 (3).jpg,2 (3),2 ,3,2 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2 (4).jpg,2 (4).jpg,2 (4),2 ,3,2 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2 (5).jpg,2 (5).jpg,2 (5),2 ,3,2 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2 (6).jpg,2 (6).jpg,2 (6),2 ,3,2 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2 (7).jpg,2 (7).jpg,2 (7),2 ,3,2 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2 (8).jpg,2 (8).jpg,2 (8),2 ,3,2 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2 (9).jpg,2 (9).jpg,2 (9),2 ,3,2 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2.00 (2).jpg,2.00 (2).jpg,2.00 (2),2.00 ,6,2.00 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2.00.jpg,2.00.jpg,2.00,#VALUE!,0,2.00
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2.00_ (2).jpg,2.00_ (2).jpg,2.00_ (2),2.00_ ,7,2.00_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2.00_.jpg,2.00_.jpg,2.00_,#VALUE!,0,2.00_
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2.jpg,2.jpg,2,#VALUE!,0,2
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\21.5 (2).jpg,21.5 (2).jpg,21.5 (2),21.5 ,6,21.5 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\21.5 (3).jpg,21.5 (3).jpg,21.5 (3),21.5 ,6,21.5 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\21.5 (4).jpg,21.5 (4).jpg,21.5 (4),21.5 ,6,21.5 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\21.5.jpg,21.5.jpg,21.5,#VALUE!,0,21.5
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\23 (2).jpg,23 (2).jpg,23 (2),23 ,4,23 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\23.jpg,23.jpg,23,#VALUE!,0,23
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\23rd (2).jpg,23rd (2).jpg,23rd (2),23rd ,6,23rd 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\23rd (3).jpg,23rd (3).jpg,23rd (3),23rd ,6,23rd 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\23rd (4).jpg,23rd (4).jpg,23rd (4),23rd ,6,23rd 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\23rd.jpg,23rd.jpg,23rd,#VALUE!,0,23rd
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\24th (2).jpg,24th (2).jpg,24th (2),24th ,6,24th 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\24th.jpg,24th.jpg,24th,#VALUE!,0,24th
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\29th (2).jpg,29th (2).jpg,29th (2),29th ,6,29th 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\29th.jpg,29th.jpg,29th,#VALUE!,0,29th
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2H (2).jpg,2H (2).jpg,2H (2),2H ,4,2H 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2H.jpg,2H.jpg,2H,#VALUE!,0,2H
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2nd (2).jpg,2nd (2).jpg,2nd (2),2nd ,5,2nd 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2nd.jpg,2nd.jpg,2nd,#VALUE!,0,2nd
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2nd_ (2).jpg,2nd_ (2).jpg,2nd_ (2),2nd_ ,6,2nd_ 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2nd_.jpg,2nd_.jpg,2nd_,#VALUE!,0,2nd_
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2_Al (2).jpg,2_Al (2).jpg,2_Al (2),2_Al ,6,2_Al 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2_Al.jpg,2_Al.jpg,2_Al,#VALUE!,0,2_Al
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2_cts (2).jpg,2_cts (2).jpg,2_cts (2),2_cts ,7,2_cts 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\2_cts.jpg,2_cts.jpg,2_cts,#VALUE!,0,2_cts
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\3 (2).jpg,3 (2).jpg,3 (2),3 ,3,3 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\3.jpg,3.jpg,3,#VALUE!,0,3
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\30 (2).jpg,30 (2).jpg,30 (2),30 ,4,30 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\30.jpg,30.jpg,30,#VALUE!,0,30
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\31 (2).jpg,31 (2).jpg,31 (2),31 ,4,31 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\31 (3).jpg,31 (3).jpg,31 (3),31 ,4,31 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\31 (4).jpg,31 (4).jpg,31 (4),31 ,4,31 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\31 (5).jpg,31 (5).jpg,31 (5),31 ,4,31 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\31 (6).jpg,31 (6).jpg,31 (6),31 ,4,31 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\31.jpg,31.jpg,31,#VALUE!,0,31
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\35 (2).jpg,35 (2).jpg,35 (2),35 ,4,35 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\35.jpg,35.jpg,35,#VALUE!,0,35
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\36_i (2).jpg,36_i (2).jpg,36_i (2),36_i ,6,36_i 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\36_i.jpg,36_i.jpg,36_i,#VALUE!,0,36_i
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\4 (2).jpg,4 (2).jpg,4 (2),4 ,3,4 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\4.jpg,4.jpg,4,#VALUE!,0,4
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\42 (2).jpg,42 (2).jpg,42 (2),42 ,4,42 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\42.jpg,42.jpg,42,#VALUE!,0,42
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\42_A (2).jpg,42_A (2).jpg,42_A (2),42_A ,6,42_A 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\42_A.jpg,42_A.jpg,42_A,#VALUE!,0,42_A
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\43 (2).jpg,43 (2).jpg,43 (2),43 ,4,43 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\43 (3).jpg,43 (3).jpg,43 (3),43 ,4,43 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\43 (4).jpg,43 (4).jpg,43 (4),43 ,4,43 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\43.jpg,43.jpg,43,#VALUE!,0,43
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\4th (2).jpg,4th (2).jpg,4th (2),4th ,5,4th 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\4th.jpg,4th.jpg,4th,#VALUE!,0,4th
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\4th_R (2).jpg,4th_R (2).jpg,4th_R (2),4th_R ,7,4th_R 
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\all_dataset_combined\4th_R.jpg,4th_R.jpg,4th_R,#VALUE!,0,4th_R
